  0.000000000000000E+000 -6.651901151059858E-002  0.000000000000000E+000
  6.103515625000000E-005 -6.651901151183928E-002  0.000000000000000E+000
  1.220703125000000E-004 -6.651901153106411E-002  0.000000000000000E+000
  1.831054687500000E-004 -6.651901161430861E-002  0.000000000000000E+000
  2.441406250000000E-004 -6.651901183817770E-002  0.000000000000000E+000
  3.051757812500000E-004 -6.651901230951764E-002  0.000000000000000E+000
  3.662109375000000E-004 -6.651901316502024E-002  0.000000000000000E+000
  4.272460937500000E-004 -6.651901457071223E-002  0.000000000000000E+000
  4.882812500000000E-004 -6.651901672133768E-002  0.000000000000000E+000
  5.493164062500000E-004 -6.651901983963429E-002  0.000000000000000E+000
  6.103515625000000E-004 -6.651902417550141E-002  0.000000000000000E+000
  6.713867187500000E-004 -6.651903000507210E-002  0.000000000000000E+000
  7.324218750000000E-004 -6.651903762968502E-002  0.000000000000000E+000
  7.934570312500000E-004 -6.651904737476035E-002  0.000000000000000E+000
  8.544921875000000E-004 -6.651905958859161E-002  0.000000000000000E+000
  9.155273437500000E-004 -6.651907464104632E-002  0.000000000000000E+000
  9.765625000000000E-004 -6.651909292218997E-002  0.000000000000000E+000
  1.037597656250000E-003 -6.651911484083577E-002  0.000000000000000E+000
  1.098632812500000E-003 -6.651914082301946E-002  0.000000000000000E+000
  1.159667968750000E-003 -6.651917131041667E-002  0.000000000000000E+000
  1.220703125000000E-003 -6.651920675869601E-002  0.000000000000000E+000
  1.281738281250000E-003 -6.651924763582583E-002  0.000000000000000E+000
  1.342773437500000E-003 -6.651929442032979E-002  0.000000000000000E+000
  1.403808593750000E-003 -6.651934759950713E-002  0.000000000000000E+000
  1.464843750000000E-003 -6.651940766761878E-002  0.000000000000000E+000
  1.525878906250000E-003 -6.651947512404741E-002  0.000000000000000E+000
  1.586914062500000E-003 -6.651955047143879E-002  0.000000000000000E+000
  1.647949218750000E-003 -6.651963421383154E-002  0.000000000000000E+000
  1.708984375000000E-003 -6.651972685478091E-002  0.000000000000000E+000
  1.770019531250000E-003 -6.651982889548565E-002  0.000000000000000E+000
  1.831054687500000E-003 -6.651994083292118E-002  0.000000000000000E+000
  1.892089843750000E-003 -6.652006315799167E-002  0.000000000000000E+000
  1.953125000000000E-003 -6.652019635370374E-002  0.000000000000000E+000
  2.014160156250000E-003 -6.652034089336849E-002  0.000000000000000E+000
  2.075195312500000E-003 -6.652049723883960E-002  0.000000000000000E+000
  2.136230468750000E-003 -6.652066583879779E-002  0.000000000000000E+000
  2.197265625000000E-003 -6.652084712707894E-002  0.000000000000000E+000
  2.258300781250000E-003 -6.652104152106179E-002  0.000000000000000E+000
  2.319335937500000E-003 -6.652124942011531E-002  0.000000000000000E+000
  2.380371093750000E-003 -6.652147120411254E-002  0.000000000000000E+000
  2.441406250000000E-003 -6.652170723201985E-002  0.000000000000000E+000
  2.502441406250000E-003 -6.652195784055971E-002  0.000000000000000E+000
  2.563476562500000E-003 -6.652222334296032E-002  0.000000000000000E+000
  2.624511718750000E-003 -6.652250402779117E-002  0.000000000000000E+000
  2.685546875000000E-003 -6.652280015789011E-002  0.000000000000000E+000
  2.746582031250000E-003 -6.652311196938709E-002  0.000000000000000E+000
  2.807617187500000E-003 -6.652343967082626E-002  0.000000000000000E+000
  2.868652343750000E-003 -6.652378344239308E-002  0.000000000000000E+000
  2.929687500000000E-003 -6.652414343524359E-002  0.000000000000000E+000
  2.990722656250000E-003 -6.652451977094469E-002  0.000000000000000E+000
  3.051757812500000E-003 -6.652491254102397E-002  0.000000000000000E+000
  3.112792968750000E-003 -6.652532180663075E-002  0.000000000000000E+000
  3.173828125000000E-003 -6.652574759830934E-002  0.000000000000000E+000
  3.234863281250000E-003 -6.652618991589010E-002  0.000000000000000E+000
  3.295898437500000E-003 -6.652664872848897E-002  0.000000000000000E+000
  3.356933593750000E-003 -6.652712397462672E-002  0.000000000000000E+000
  3.417968750000000E-003 -6.652761556245916E-002  0.000000000000000E+000
  3.479003906250000E-003 -6.652812337012225E-002  0.000000000000000E+000
  3.540039062500000E-003 -6.652864724618431E-002  0.000000000000000E+000
  3.601074218750000E-003 -6.652918701021664E-002  0.000000000000000E+000
  3.662109375000000E-003 -6.652974245346353E-002  0.000000000000000E+000
  3.723144531250000E-003 -6.653031333962169E-002  0.000000000000000E+000
  3.784179687500000E-003 -6.653089940572358E-002  0.000000000000000E+000
  3.845214843750000E-003 -6.653150036311674E-002  0.000000000000000E+000
  3.906250000000000E-003 -6.653211589853908E-002  0.000000000000000E+000
  3.967285156250000E-003 -6.653274567528929E-002  0.000000000000000E+000
  4.028320312500000E-003 -6.653338933447916E-002  0.000000000000000E+000
  4.089355468750000E-003 -6.653404649637218E-002  0.000000000000000E+000
  4.150390625000000E-003 -6.653471676179848E-002  0.000000000000000E+000
  4.211425781250000E-003 -6.653539971364109E-002  0.000000000000000E+000
  4.272460937500000E-003 -6.653609491839146E-002  0.000000000000000E+000
  4.333496093750000E-003 -6.653680192776205E-002  0.000000000000000E+000
  4.394531250000000E-003 -6.653752028035746E-002  0.000000000000000E+000
  4.455566406250000E-003 -6.653824950339160E-002  0.000000000000000E+000
  4.516601562500000E-003 -6.653898911444886E-002  0.000000000000000E+000
  4.577636718750000E-003 -6.653973862328084E-002  0.000000000000000E+000
  4.638671875000000E-003 -6.654049753362982E-002  0.000000000000000E+000
  4.699707031250000E-003 -6.654126534507790E-002  0.000000000000000E+000
  4.760742187500000E-003 -6.654204155490892E-002  0.000000000000000E+000
  4.821777343750000E-003 -6.654282565997963E-002  0.000000000000000E+000
  4.882812500000000E-003 -6.654361715859315E-002  0.000000000000000E+000
  4.943847656250000E-003 -6.654441555236436E-002  0.000000000000000E+000
  5.004882812500000E-003 -6.654522034807667E-002  0.000000000000000E+000
  5.065917968750000E-003 -6.654603105951504E-002  0.000000000000000E+000
  5.126953125000000E-003 -6.654684720927728E-002  0.000000000000000E+000
  5.187988281250000E-003 -6.654766833054786E-002  0.000000000000000E+000
  5.249023437500000E-003 -6.654849396883632E-002  0.000000000000000E+000
  5.310058593750000E-003 -6.654932368366688E-002  0.000000000000000E+000
  5.371093750000000E-003 -6.655015705021719E-002  0.000000000000000E+000
  5.432128906250000E-003 -6.655099366089735E-002  0.000000000000000E+000
  5.493164062500000E-003 -6.655183312686701E-002  0.000000000000000E+000
  5.554199218750000E-003 -6.655267507948007E-002  0.000000000000000E+000
  5.615234375000000E-003 -6.655351917165540E-002  0.000000000000000E+000
  5.676269531250000E-003 -6.655436507916705E-002  0.000000000000000E+000
  5.737304687500000E-003 -6.655521250185055E-002  0.000000000000000E+000
  5.798339843750000E-003 -6.655606116471584E-002  0.000000000000000E+000
  5.859375000000000E-003 -6.655691081897169E-002  0.000000000000000E+000
  5.920410156250000E-003 -6.655776124294761E-002  0.000000000000000E+000
  5.981445312500000E-003 -6.655861224291994E-002  0.000000000000000E+000
  6.042480468750000E-003 -6.655946365382825E-002  0.000000000000000E+000
  6.103515625000000E-003 -6.656031533988911E-002  0.000000000000000E+000
  6.164550781250000E-003 -6.656116719510083E-002  0.000000000000000E+000
  6.225585937500000E-003 -6.656201914363390E-002  0.000000000000000E+000
  6.286621093750000E-003 -6.656287114011415E-002  0.000000000000000E+000
  6.347656250000000E-003 -6.656372316978827E-002  0.000000000000000E+000
  6.408691406250000E-003 -6.656457524857996E-002  0.000000000000000E+000
  6.469726562500000E-003 -6.656542742302589E-002  0.000000000000000E+000
  6.530761718750000E-003 -6.656627977010302E-002  0.000000000000000E+000
  6.591796875000000E-003 -6.656713239694283E-002  0.000000000000000E+000
  6.652832031250000E-003 -6.656798544042762E-002  0.000000000000000E+000
  6.713867187500000E-003 -6.656883906668559E-002  0.000000000000000E+000
  6.774902343750000E-003 -6.656969347046764E-002  0.000000000000000E+000
  6.835937500000000E-003 -6.657054887442451E-002  0.000000000000000E+000
  6.896972656250000E-003 -6.657140552827831E-002  0.000000000000000E+000
  6.958007812500000E-003 -6.657226370789200E-002  0.000000000000000E+000
  7.019042968750000E-003 -6.657312371424362E-002  0.000000000000000E+000
  7.080078125000000E-003 -6.657398587230814E-002  0.000000000000000E+000
  7.141113281250000E-003 -6.657485052984627E-002  0.000000000000000E+000
  7.202148437500000E-003 -6.657571805611405E-002  0.000000000000000E+000
  7.263183593750000E-003 -6.657658884048888E-002  0.000000000000000E+000
  7.324218750000000E-003 -6.657746329102197E-002  0.000000000000000E+000
  7.385253906250000E-003 -6.657834183292245E-002  0.000000000000000E+000
  7.446289062500000E-003 -6.657922490697664E-002  0.000000000000000E+000
  7.507324218750000E-003 -6.658011296791037E-002  0.000000000000000E+000
  7.568359375000000E-003 -6.658100648270050E-002  0.000000000000000E+000
